ID;Название;Тип постройки;Дата основания;Архитектор;Статус;Современный адрес;Краткое описание;Посвящение;lat;lon
8678;Церковь Алексия, митрополита Московского, в Тайцах;церковь;1906;;действ.;Ленинградская обл., Гатчинский р-н, пос. Тайцы, Гатчинское ш., 16А;В 1906 построена деревянная церковь, позже перенесенная на Таицкое кладбище. Кирпичная церковь в неорусском стиле сооружена в 1913-1914 по проекту И. В. Экскузовича, освящена в 1921. Интересный пример использования в церковной архитектуре форм модерна, четырёхстолпная постройка со сложной объёмной композицией и звонницей в куполе. Закрыта постановлением Леноблисполкома от 11 мая 1939, использовалась под клуб. Открыта в сент. 1941, из Александро-Невской церкви в Александровке в нее перенесены иконостас и утварь. Не действовала с авг. 1943, закрыта в 1945. В 1947 иконостас и утварь перенесены в церковь Александра Невского Красного Села. В 1990 возвращена верующим, в янв. 1991 начались богослужения, восстановлена к 2002.;Алексия, митрополита Московского;59.665453;30.114269
17497;Часовня священномученика Иоанна (Богоявленского) в Телези;часовня;;нет данных;действ.;Ленинградская обл., Ломоносовский р-н, д. Телези, Иоанновское кладб.;Приземистая деревянная восьмигранная часовня с ярусным завершением, построенная на Иоанновском кладбище Красного Села не позже 1-й пол. 2000-х.;;59.689062;30.0058
13606;Покровский Тервенический женский монастырь;монастырь;1997;нет данных;действ.;Ленинградская обл., Лодейнопольский р-н, д. Тервеничи, ул. Нагорная, 30;Женский монастырь образован в 1997 из сестричества петербургской церкви Софии, Веры, Надежды и Любови, созданного при восстанавливаемой сельской церкви в 1991. В последние годы построен ряд новых построек.;;60.319606;34.105082
13607;Церковь Покрова Пресвятой Богородицы в Тервеническом монастыре;церковь;не позже XVI в.;нет данных;действ.;Ленинградская обл., Лодейнопольский р-н, д. Тервеничи, ул. Нагорная, 30;Кирпичная церковь, построенная в 1861. Однокупольный храм с трапезной, боковыми приделами и колокольней. Первоначально Успенская, при восстановлении в 1990-х освящена как Покровская. Закрыта в 1935, сломана колокольня, к 1980-м заброшена. Возвращена верующим в 1991, отремонтирована, восстановлена колокольня.;Покрова Пресвятой Богородицы;60.319724;34.105275
13609;Церковь Успения Пресвятой Богородицы в Тервеническом монастыре;церковь;1999;нет данных;действ.;Ленинградская обл., Лодейнопольский р-н, д. Тервеничи, ул. Нагорная, 30;"Первоначально в деревянном трапезном корпусе, построенном в 1999, существовал домовой храм Собора Киево-Печерских святых. В 2003 корпус сгорел, в 2003-2006 сооружен из кирпича, в нем устроена Успенская церковь с ""пещерным"" храмом Собора Киево-Печерских святых. Однокупольная церковь украшена декором в духе украинского барокко XVII-XVIII вв.";"Успения Пресвятой Богородицы; Собора Киево-Печерских Святых";60.320026;34.105714
13611;Часовня Воскресения Христова в Тервеническом монастыре;часовня;2000;2010-е: Сергеева М. В. – интерьеры, внутренний/внешний декор (иконы);действ.;Ленинградская обл., Лодейнопольский р-н, д. Тервеничи;Деревянная одноглавая часовня с пощипцовым завершением фасадов на монастырском кладбище, сооруженная в 2000.;Воскресения Христова;60.320459;34.103874
27977;Часовня Георгия Победоносца при Тервеническом монастыре;часовня;сер. 2000-х;нет данных;действ.;Ленинградская обл., Лодейнопольский р-н, д. Тервеничи;Деревянная часовня в подсобном хозяйстве Тервенического монастыря. Четверик под восьмигранной крышей колпаком.;Георгия Победоносца;60.315622;34.106212
13612;Часовня Иконы Божией Матери Живоносный Источник в Тервеническом монастыре;часовня;1992;нет данных;действ.;Ленинградская обл., Лодейнопольский р-н, д. Тервеничи;Кирпичная однокупольная часовня над источником, обустроенным в 1992, к востоку от монастыря. Сооружена в 1997 вместо прежде бывшей деревянной. Прямоугольная постройка с башней над входом. Рядом в 2000-х сооружена кирпичная купальня.;Иконы Божией Матери Живоносный Источник;60.320212;34.108032
13610;Часовня Троицы Живоначальной в Тервеническом монастыре;часовня;1997;нет данных;действ.;Ленинградская обл., Лодейнопольский р-н, д. Тервеничи, ул. Нагорная, 30;Крупная кирпичная одноглавая часовня. Сооружена в 1997 к западу от Успенской церкви.;Троицы Живоначальной;60.319495;34.104417
23543;Церковь Успения Пресвятой Богородицы в Теребушке;церковь;не позже XV в.;1862-1869: Брандт К. И.;сохр.;Ленинградская обл., Кировский р-н, д. Теребушка;Кирпичная церковь, построенная в 1862-1869. Трехнефный храм в формах русско-византийского стиля, завершавшийся пятью главками. Трехъярусная колокольня под каркасным шатром пристроена в 1877-1878. Закрыта в 1940. Пустует, постепенно разрушается, перекрытия обрушились.;Успения Пресвятой Богородицы;59.94005;31.923186
11524;Введенский Тихвинский женский монастырь;монастырь;1560;1560-е: Сырков Ф. Д.;действ.;Ленинградская обл., Тихвинский р-н, г. Тихвин, ул. Ленинградская, 10;Женский монастырь, основанный в северо-западной части города в 1560 при участии Ф. Сыркова. В 1613 сожжён шведами, восстановлен в 1620. Во 2-й четв. XIX в. сооружены каменная ограда с башнями и корпуса келий, к нач. ХХ в. многолюден. Закрыт в 1926, постройки заняты под детский городок, жильё, часть зданий разобрана. В 2005 восстановлен на части территории. Открыт решением Священного Синода РПЦ 25 янв. 2010.;;59.653526;33.508122
11525;Собор Введения Пресвятой Богородицы во Храм во Введенском Тихвинском монастыре;церковь;1560;нет данных;сохр.;Ленинградская обл., Тихвинский р-н, г. Тихвин, ул. Ленинградская, 10;Кирпичный монастырский собор, сооружённый в 1606 и возобновлённый в 1620-х. Четырёхстолпный трёхглавый трёхапсидный храм на подклете с западной папертью. В 1882 перестроен, изменён декор, растёсаны окна. В боковых апсидах помещались приделы Никольский и Кирилла Белозерского. Закрыт в 1924, венчания сломаны. В настоящее время занят спортивной школой.;"Введения Пресвятой Богородицы во Храм; Кирилла Белозерского; Николая Чудотворца";59.654034;33.507619
11527;Церковь Екатерины Великомученицы и Августы Мученицы во Введенском Тихвинском монастыре;церковь;1834;1834-1836: Шарлемань И. И.;действ.;Ленинградская обл., Тихвинский р-н, г. Тихвин, ул. Ленинградская, 10;Храм во втором ярусе монастырской колокольни, сооружённой в 1834-1836 попечением игум. Августы над южными воротами монастыря. Колокольня представляла собой трёхъярусную постройку в стиле ампир. Закрыт в 1924. Венчание колокольни разобрано, оставшаяся часть использовалась как пожарная каланча. В 2005 здание возвращено верующим.;"Екатерины Великомученицы; Августы Мученицы";59.653193;33.509021
11526;Церковь Рождества Пресвятой Богородицы во Введенском Тихвинском монастыре;церковь;;нет данных;сохр.;Ленинградская обл., Тихвинский р-н, г. Тихвин, ул. Ленинградская, 10;Трапезный храм, стоящий южнее собора. Выстроен в 3-й четв. XVII в., позже перестраивался. Здание на высоком подклете состоит из вытянутого вдоль поперечной оси двухапсидного четверика, завершавшегося двумя главками, и одностолпной трапезной. Второй престол Иоанна Новгородского. Закрыт в 1924, венчания сломаны. В настоящее время пустует, в тяжёлом состоянии.;"Рождества Пресвятой Богородицы; Иоанна, архиепископа Новгородского";59.653741;33.507619
3944;Тихвинский Успенский мужской монастырь;монастырь;1560;;действ.;Ленинградская обл., Тихвинский р-н, г. Тихвин, ул. Тихвинская, 1;Мужской монастырь, основанный в 1560 повелением Ивана Грозного у церкви, построенной на месте, где в 1383 была явлена чудотворная Тихвинская икона Божией Матери. По ряду сведений монашеская община существовала тут и ранее 1560. В 1613 выдержал осаду шведских войск. В XVII-XIX вв. один из крупнейших и почитаемых монастырей северо-западной России. Ограда с башнями и каменные келейные корпуса сооружены в XVII-XVIII вв., в 1899 выстроено здание духовного училища. Закрыт в 1920-х, помещения переданы под казармы и, частично, музею, часть ограды сломана. В 1960-х на территории начаты реставрационные работы. Восстановлен в 1995.;;59.653133;33.520886
3945;Собор Успения Пресвятой Богородицы в Тихвинском Успенском монастыре;церковь;1383;;действ.;Ленинградская обл., Тихвинский р-н, г. Тихвин, ул. Тихвинская, 1;Кирпичный храм, построенный в 1507-1515 великим князем Василием III. Обширное шестистолпное пятикупольное трёхапсидное здание. В 1668-1670 с трех сторон вокруг собора сооружены галереи с угловыми палатками, перестроенные в 1815-1820. Приделы в восточных палатках галерей Ильинский и Иоанно-Богословский, в алтаре помещался Никольский придел (упразднён в 1795). Закрыт в 1936. В 1997 возобновлены богослужения.;"Успения Пресвятой Богородицы; Илии Пророка; Иоанна Богослова; Николая Чудотворца";59.653179;33.521144
3949;Церковь Воздвижения Честного Креста Господня в Тихвинском Успенском монастыре;церковь;;1871-1878: Бенуа Н. Л. – перестройка;сохр.;Ленинградская обл., Тихвинский р-н, г. Тихвин, ул. Тихвинская, 1;Кирпичный храм, построенный в 1699-1702 в северо-восточой части каре келейных корпусов. Первоначально Покровский, после реконструкции в 1871-1876 переосвящён в Воздвиженский и увенчан новым высоким пятикупольным завершением эклектичной архитектуры. Закрыт не позже 1920-х, венчание сломано. К 2014 завершено воссоздание внешнего облика храма.;"Воздвижения Честного Креста Господня; Покрова Пресвятой Богородицы";59.653081;33.522287
3947;Церковь Вознесения Господня в Тихвинском Успенском монастыре;церковь;1591;нет данных;действ.;Ленинградская обл., Тихвинский р-н, г. Тихвин, ул. Тихвинская, 1;Кирпичный храм над внутренними западными воротами монастыря, выстроенный в 1591-1593 на средства царя Федора Иоанновича. Состоит из двух одноглавых четвериков - самой церкви и северного придела Феодора Стратилата, стоящих над двухарочными воротами. После пожара 1623 восстановлен в 1640. В 1790-х полностью изменён декор, устроена новая кровля. Закрыт в 1920-х, венчания сломаны, занят под жильё. Восстановлен в 2004 с частичной реставрацией первоначального облика.;"Вознесения Господня; Феодора Стратилата";59.653122;33.519503
3948;Церковь Двенадцати Апостолов в Тихвинском Успенском монастыре;церковь;1676;нет данных;сохр.;Ленинградская обл., Тихвинский р-н, г. Тихвин, ул. Тихвинская, 1;Кирпичный храм при больничных кельях, помещённых в юго-восточной части каре келейных корпусов. Выстроен в 1676-1679, уцелел первоначальный четверик на подклете. Перестраивался в 1790 и 1877-1878, надстроен невысоким шатровым куполом. Закрыт не позже 1920-х, венчание сломано. В настоящее время - лавка монастыря.;Двенадцати Апостолов;59.65282;33.522309
3952;Церковь Иконы Божией Матери Всех Скорбящих Радость при богадельне Тихвинского Успенского монастыря;церковь;1802;нет данных;сохр.;Ленинградская обл., Тихвинский р-н, г. Тихвин, ул. Советская;Домовый храм в здании монастырской богадельни, построенном в 1802-1804. Одноэтажное здание богадельни примыкает с юга к внешним западным Святым воротам монастыря. Внешне выделялась куполом. Здание богадельни сохранилось.;Иконы Божией Матери Всех Скорбящих Радость;59.6527;33.517927
3950;Церковь Иконы Божией Матери Тихвинская в Тихвинском Успенском монастыре;церковь;1791;1860-1865: Бенуа Н. Л. – перестройка;действ.;Ленинградская обл., Тихвинский р-н, г. Тихвин, ул. Тихвинская, 1;Церковь в западной надвратной башне монастырской ограды, сооружённой в 1668-1669. Устроена в 1791 попечением монахини Тавифы (Тырковой). Над кубической башней был надстроен декоративный четверик со срезанными углами, увенчанный куполом с главкой. В 1860-1865 в псевдорусском стиле реконструировано западное крыльцо церкви. Закрыта в 1937. В 1944 возвращена верующим, более не закрывалась.;Иконы Божией Матери Тихвинская;59.652687;33.517746
3946;Церковь Покрова Пресвятой Богородицы в Тихвинском Успенском монастыре;церковь;ок. 1560;нет данных;действ.;Ленинградская обл., Тихвинский р-н, г. Тихвин, ул. Тихвинская, 1;Трапезный храм, стоящий к югу от Успенского собора. Построен в 1581-1583 как Рождество-Богородицкий. Двухэтажное здание состоит из бесстолпного четверика церкви, завершенного горкой кокошников с главкой, и примыкающей к ней одностолпной трапезной палаты. К алтарю храма примыкает пятипролетная звонница. В XVIII в. старое венчание церкви заменено куполом. После перестройки в 1871-1876 переосвящён в Покровский. В притворе церкви имелись приделы Варваринский (1871, в 1817-1871 Воздвиженский) и Старорусской Богоматери (1817). Закрыт в 1920-х, в 1941 в ходе боев разрушена звонница. В 1960-1970-х храм и звонница отреставрирован в формах XVI в. В 1999 возобновлены богослужения.;"Покрова Пресвятой Богородицы; Воздвижения Честного Креста Господня; Иконы Божией Матери Старорусская; Рождества Пресвятой Богородицы; Варвары Великомученицы";59.652608;33.520348
3953;Часовня Иконы Божией Матери Споручница Грешных при Тихвинском Успенском монастыре;часовня;кон. XVII в. (?);нет данных;действ.;Ленинградская обл., Тихвинский р-н, г. Тихвин, ул. Советская;Кирпичная часовня, примыкающая с севера к внешним Святым воротам монастыря. Построена в кон. XVII в. (по другим данным в 1717), позже сильно перестроена, завершена высоким куполом с главкой. В нач. 2000-х отреставрирована.;Иконы Божией Матери Споручница Грешных;;
11533;Собор Преображения Господня в Тихвине;церковь;сер. XVI в.;1872 - 1883: Буланов И. И. – перестройка (трапезная);действ.;Ленинградская обл., Тихвинский р-н, г. Тихвин, пл. Свободы, 9;Кирпичный городской собор, выстроенный в 1693-1748. Бесстолпный пятиглавый четверик с трапезной, в нач. XIX в. сооружена отдельно стоящая колокольня в стиле классицизма. В 1872-1883 перестроена и расширена трапезная. В трапезной приделы Благовещенский и Варлаама Хутынского (ныне не освящён). Закрыт в 1939, колокольня и купола сломаны, занят кинотеатром. В 1993 возвращён верующим, отреставрирован.;"Преображения Господня; Варлаама Хутынского; Благовещения Пресвятой Богородицы";59.64645;33.511899
33436;Церковь Андрея Первозванного при Тихвинском вагоностроительном заводе;церковь;2025;нет данных;действ.;Ленинградская обл., Тихвинский р-н, г. Тихвин, ул. Центролитовская;"Бревенчатая однопрестольная церковь построена в 2025 на средства НПК ""Объединенная Вагонная компания"" и Тихвинского вагоностроительного завода. Освящена 10 июля 2025. Крестообразная в плане постройка, завершенная малым четвериком под шатром с главой.";Андрея Первозванного;59.620796;33.495708
8700;Церковь Всех Святых в Тихвине;церковь;между 1727 и 1743;1980-е: Любарова И. П. – реставрация;сохр.;Ленинградская обл., Тихвинский р-н, г. Тихвин, ул. Римского-Корсакова, 12;Первоначальная деревянная церковь на берегу реки Тихвинки построена между 1727 и 1743 на месте часовни, там, где по преданию произошло явление Тихвинской иконы Божией Матери, разобрана в 1771. Кирпичная церковь в стиле раннего классицизма возведена на месте деревянной в 1771-1775 по проекту тверского арх. Василия Поливанова (?), освящена в 1775. Здание представляет в плане вытянутый с запада на восток восьмерик, увенчанный восьмериковым фонариком с главкой. Некоторое время принадлежала Гусарскому полку, позже передана Тихвинскому монастырю. Закрыта 16.06.1939. В 1980-е проведена реставрация церкви по проекту арх. И. П. Любаровой, здание передано под концертный зал. Периодически проводятся службы клиром церкви Иова многострадального.;Всех Святых;59.653882;33.51609
11534;Церковь Иконы Божией Матери Знамение в Тихвине;церковь;кон. XVI в.;нет данных;действ.;Ленинградская обл., Тихвинский р-н, г. Тихвин, ул. Знаменская, 12;Кирпичная церковь, выстроенная в 1832. Здание типа восьмерик на четверике с декором в стиле классицизм и боковыми портиками, с трапезной и колокольней. Придел Фрола и Лавра. Закрыта в 1935. Возвращена верующим в 1991, отреставрирована.;"Иконы Божией Матери Знамение; Флора и Лавра";59.644158;33.505265
11535;Церковь Иова Многострадального в Тихвине;церковь;1772;нет данных;действ.;Ленинградская обл., Тихвинский р-н, г. Тихвин, ул. Николина Гора, 1;Кирпичная кладбищенская церковь в русско-византийском стиле, близкая к образцовым проектам. Сооружена в 1852-1856, была приписана к Преображенскому собору. Одноглавый четверик с небольшой трапезной и шатровой колокольней. Закрыта в 1940. В 1991 возвращена верующим, с 2005 ремонтируется.;Иова Многострадального;59.657512;33.524088
11543;Церковь Николая Чудотворца в Боровинке;церковь;не позже сер. XVI в.;нет данных;сохр.;Ленинградская обл., Тихвинский р-н, г. Тихвин, мкрн. Боровинка;Кирпичная церковь, построенная в 1767 и реконструированная в XIX в. Приделы Михаило-Архангельский и Толгский. Некоторое время была приписана к Знаменской церкви Тихвина. Закрыта не позже 1930-х, капитально перестроена. Находится на территории завода пластмасс.;"Николая Чудотворца; Иконы Божией Матери Толгская; Михаила Архангела";59.623347;33.456245
11538;Часовня Александра Невского в Тихвине;часовня;XIX в.;нет данных;действ.;Ленинградская обл., Тихвинский р-н, г. Тихвин, ул. Советская, 53;Кирпичная часовня, принадлежавшая Реконьской пустыни, сооружённая в 1878. Кубическая постройка эклектичной архитектуры, завершённая четырёхскатным шатром с главкой. Закрыта не позже 1930-х, венчание сломано. В 2000-х возвращена верующим.;Александра Невского;59.647844;33.512051
11540;Часовня Всех Святых на кладбище;часовня;2000-е;нет данных;действ.;Ленинградская обл., Тихвинский р-н, г. Тихвин, кладб.;Кирпичная одноглавая часовня на городском кладбище, сооружённая в 2000-х. Приписана к Преображенскому собору.;Всех Святых;59.66269;33.46427
6681;Часовня Николая Чудотворца Беседная в Тихвине;часовня;2007;нет данных;действ.;Ленинградская обл., Тихвинский р-н, г. Тихвин, ул. Карла Маркса;Деревянная одноглавая часовня с пощипцовым завершением фасадов. Сооружена в 2007 на краю коттеджного поселка у места разрушенных в 1940-х построек Николо-Беседного монастыря.;Николая Чудотворца;59.64301;33.57775
11541;Часовня Новомучеников и Исповедников Российских при СИ-2;часовня;2002;нет данных;действ.;Ленинградская обл., Тихвинский р-н, г. Тихвин, ул. Красноармейская, 13;Небольшая одноглавая часовня. Сооружена в 2002-2004 на территории следственного изолятора N 2, с сер. 1940-х помещающегося в перестроенном здании конного двора Успенского монастыря.;Новомучеников и Исповедников Российских;59.652008;33.526604
20553;Собор Михаила Архангела в Токсово;церковь;1992;;действ.;Ленинградская обл., Всеволожский р-н, пос. Токсово, ул. Лыжная, 16;Крупный кирпичный храм, сооруженный в 1999-2004. Бесстолпный четверик, перекрытый сложной системой сводов и увенчанный пятью световыми барабанами с луковичными куполами, с трехчастным алтарем, западным притвором и многоарочной звонницей, пристроенной с севера к притвору.;Михаила Архангела;60.160739;30.542561
20554;Церковь Игоря Черниговского в Токсово;церковь;2008;нет данных;действ.;Ленинградская обл., Всеволожский р-н, пос. Токсово, ул. Лыжная, 16;Четырехъярусная 58-метровая церковь-колокольня, сооруженная в 2008-2009 при помощи Балтийской Строительной компании (председатель совета директоров - И. А. Найвальт).;Игоря Черниговского;60.160279;30.541353
20555;Церковь при Гериатрическом центре в Токсово (домовая);церковь;2005;нет данных;действ.;Ленинградская обл., Всеволожский р-н, пос. Токсово, ул. Лыжная, 16А;Домовый храм в кирпичом трехэтажном здании Гериатрического центра им. Марии Федоровны (дома престарелых), сооруженном в 2005-2009 общий Михаило-Архангельского собора. Внешне выделен главкой.;;60.159926;30.542319
21369;Церковь Преображения Господня в Толмачево;церковь;1894;1888: Тейх Н. Э.;действ.;Ленинградская обл., Лужский р-н, пос. Толмачево, ул. Толмачева;Деревянная церковь, обшитая тесом. Построена в 1894-1899 на средства генерал-лейтенанта Ф. И. Жербина. Четверик храма завершен световым восьмериком под шатром и четырьмя малыми башенками с шатрами. Закрыта в 1937, во время оккупации вновь открыта и более не закрывалась. Сгорела в 1999. Восстановлена на старом месте по старому проекту в 2004-2007, после окончания отделки архиерейское освящение совершено 13.07.2014.;Преображения Господня;58.8569;29.91639
8693;Церковь Воскресения Христова в Торошковичах;церковь;не позже сер. XVI в.;1899-1906: Никонов Н. Н.;действ.;Ленинградская обл., Лужский р-н, д. Торошковичи;"Первоначальная деревянная церковь построена в XVI в. (первое упоминание в 1582), перестроена в 1690, сгорела в 1852. Новая деревянная церковь построена в 1856 по проекту арх. А. Саввина (?). Кирпичная четырёхстолпная церковь в русском стиле с одним деревянным куполом и колокольней возведена на ее месте в 1899-1906 по проекту арх. Н. Н. Никонова, освящена в окт. 1906. Закрыта в марте 1930, но так как прихожане подали жалобы во ВЦИК, вновь открыта в апр. 1930. Повторно закрыта 19.11.1939, здание передано под клуб. Открыта в 1942. С сент. 1960 служб не было (власти не допускали назначения священника). Закрыта в 1963; в апр. 1964 иконы, облачения, утварь вывезли из храма и сожгли. Здание подвергалось частичному разрушению, снесены деревянный барабан с куполом и колокольня. Возвращена верующим в 1995. После частичной реставрации и устройства крыши весной 2004 возобновились богослужения, восстановительные работы продолжаются.";Воскресения Христова;58.564241;30.112972
18760;Церковь Иконы Божией Матери Казанская в Тосно;церковь;1715;1902-1905: Успенский А. Г. – перестройка;действ.;Ленинградская обл., Тосненский р-н, г. Тосно, пр. Ленина, 64;Кирпичная церковь, построенная в 1735. Двусветный одноглавый четверик с пятигранным алтарем, трапезной и колокольней (построена в 1821). Второй престол Никольский. В 1902-1905 расширена. Закрыта в 1936, во время оккупации вновь действовала. В 1950-х капитально перестроена, занята под Дом культуры, практически полностью утратив храмовый облик. В 2009 возвращена верующим.;"Иконы Божией Матери Казанская; Николая Чудотворца";59.536313;30.886722
18761;Церковь Иконы Божией Матери Казанская в Тосно (кладбищенская);церковь;1936;;действ.;Ленинградская обл., Тосненский р-н, г. Тосно, пр. Ленина, 291;Деревянная церковь, обшитая тесом. Построена на тосненском кладбище в 1936 как часовня, в 1937 закрыта, во время оккупации действовала. В 1947 возвращена верующим, освящена как церковь, в 1951-1952 капитально перестроена. Восьмигранная в плане постройка под низкой кровлей с главкой, с алтарем и притвором.;Иконы Божией Матери Казанская;59.524083;30.907348
26211;Часовня Иконы Божией Матери Печерская в Турово;часовня;1996;нет данных;действ.;Ленинградская обл., Лужский р-н, д. Турово;Часовня на чтимом источнике устроена в 1996, вначале - в виде сени. В 2013 построена деревянная одноглавая часовня, окружннная галереей на столбах. Купель выстроена в 1999.;Иконы Божией Матери Печерская;58.759235;29.933991
33418;Церковь Иконы Божией Матери Знамение в Турыгино;церковь;не позже сер. XVIII в.;нет данных;действ.;Ленинградская обл., Лодейнопольский р-н, д. Турыгино, 12;Каменная двухпрестольная церковь с Параскевиевским приделом, в стиле классицизма, построена в 1839 взамен обветшавшей деревянной. Ротонда под куполом с главой на четверике с полукруглой апсидой, трапезной связана с трёхъярусной колокольней. Не действовала с 1937, закрыта в 1941, позднее заброшена. С 1992 начато восстановление силами местных жителей, в 1999 возобновлен приход. Богослужения совершаются с 2012. Храм приписан к Петропавловской церкви в Лодейном Поле.;"Иконы Божией Матери Знамение; Параскевы (Пятницы) Великомученицы";60.4923;33.072806
19781;Церковь Михаила Архангела в Удосоле;церковь;не позже XV в.;нет данных;сохр.;Ленинградская обл., Кингисеппский р-н, д. Удосолово;Храм из плитняка, сооружённый в 1805-1807. Прямоугольная в плане постройка, завершавшаяся деревянным восьмериком и деревянным ярусом звона. В 1940 закрыта, во время оккупации вновь открыта, окончательно закрыта в 1963. Перекрытия обрушились, сохранились только внешние стены.;Михаила Архангела;59.618571;28.909338
9527;Собор Троицы Живоначальной в Усть-Луге;церковь;1997;строится: Мурсаев И. О.;действ.;Ленинградская обл., Кингисеппский р-н, п. Усть-Луга;Каменная трехпрестольная церковь с шатровым завершением и колокольней. Приделы: Никольский и Тихвинский. Строится в рамках программы центра Национальной Славы как Морской собор торгового флота. Приписана к Никольской церкви.;Троицы Живоначальной;59.642152;28.293722
9528;Церковь Николая Чудотворца в Усть-Луге;церковь;1999;нет данных;действ.;Ленинградская обл., Кингисеппский р-н, п. Усть-Луга;Домовая церковь. Богослужения проходят в приспособленном здании бывшего клуба.;Николая Чудотворца;59.650146;28.258032
10170;Часовня Николая Чудотворца в Усть-Луге;часовня;;нет данных;действ.;Ленинградская обл., Кингисеппский р-н, п. Усть-Луга;Бревенчатая часовня простой архитектуры (два убывающих четверика под четырехгранным шатром) при строящемся Троицком соборе Морской Славы.;Николая Чудотворца;59.642509;28.296924
19037;Церковь Иконы Божией Матери Казанская в Ушаках;церковь;1902;с 2005: Крюковских Н. А. – строительство по собств. проекту;сохр.;Ленинградская обл., Тосненский р-н, с. Ушаки;Деревянная церковь в пристанционном поселке, построенная в 1902-1903, была закрыта в 1937, использовалась как клуб, сгорела в 1984. На ее месте с 2005 строится новая небольшая кирпичная церковь простой архитектуры. Четверик с малым восьмериком, с притвором и колокольней.;Иконы Божией Матери Казанская;59.477841;31.008112
7197;Церковь Николая Чудотворца и Александры Царицы в Ушаках;церковь;1902;;действ.;Ленинградская обл., Тосненский р-н, с. Ушаки, пр. Кирова;Краснокирпичная одноглавая церковь в псевдорусском стиле с шатровой колокольней. Построена в 1902-1908 в дальней деревне тосненского приход в память коронования Их Императорских Величеств. Закрыта в 1941, окончательно в 1945. Возвращена верующим в 1997, ремонтируется.;"Александры Царицы; Николая Чудотворца";;
19038;Часовня Иконы Божией Матери Казанская в Ушаках;часовня;кон. 2000-х;нет данных;действ.;Ленинградская обл., Тосненский р-н, с. Ушаки;"Кубическая ""входная"" часовня с купольной кровлей, построенная в кон. 2000-х рядом со строящимся Казанским храмом.";Иконы Божией Матери Казанская;59.478209;31.007162
6803;Церковь Параскевы (Пятницы) в Федосьино;церковь;1904;нет данных;сохр.;Ленинградская обл., Тосненский р-н, д. Федосьино;Деревянная церковь в псевдорусском стиле, построенная в 1904-1909 вместо прежде бывшей часовни. Закрыта не позже 1930-х, впоследствии разобрана. До нашего времени уцелела только колокольня (в аварийном состоянии).;Параскевы (Пятницы);59.306922;30.824753
