id;name;type;foundation_date;architect;status;address;short_description;dedications;lat;lon
25396;Церковь Преображения Господня в Чудиново (временная);церковь;2013;нет данных;действ.;Московская обл., адм. тер. Чехов, д. Чудиново;Деревянная одноглавая церковь из быстровозводимых конструкций с отдельно стоящей звонницей. Первое богослужение проведено 19 авг. 2014.;Преображения Господня;55.148481;37.539270
18053;;;;;;;;;;
5725;Церковь Иконы Божией Матери Скоропослушница в Чурилково;церковь;2006;2006-2011: Канаев И. П.;действ.;Московская обл., адм. тер. Домодедово, д. Чурилково, д. 2А;Кирпичный храм на цокольном этаже, сооружённый в 2006-2011 на средства благотворителей. Хороший образец стилизации форм ярославского зодчества сер. XVII в. Четырёхстолпный одноглавый трёхапсидный четверик с притвором и асимметрично поставленной шатровой колокольней. Освящён 20 марта 2011 митр. Можайским Григорием.;Иконы Божией Матери Скоропослушница;55.494858;37.827571
17355;Часовня Петра и Февронии Муромских в Чурилково;часовня;2010;2010-2011: Канаев И. П.;действ.;Московская обл., адм. тер. Домодедово, д. Чурилково, д. 2А;Кирпичная часовня при храме Богоматери Скоропослушница, освящённая 20 марта 2011. Одноглавый четверик с полукруглой апсидой, украшенный декором в духе XVII в. Используется как венчальная.;Петра и Февронии Муромских;55.495385;37.827104
26986;Церковь Николая Чудотворца в СНТ Отдых;церковь;2010;нет данных;действ.;"Московская обл., адм. тер. Наро-Фоминск, д. Шапкино, СНТ ""Отдых"", ул. Отдых";Кирпичная одноглавая церковь-часовня - четверик под крышей колпаком, с пятиугольной апсидой. Построена в 2010, освящена 14 авг. 2010. Приписана к Петропавловской церкви в Шапкино.;Николая Чудотворца;55.349396;36.539746
2209;Церковь Петра и Павла в Шапкино;церковь;1707;1776: Рычкова Т. И.;сохр.;Московская обл., адм. тер. Наро-Фоминск, д. Шапкино;Небольшая кирпичная церковь, возобновленная во 2-й пол. XIX в. От здания, сломанного в сер. ХХ в., уцелели два нижних яруса колокольни. В нач. 2000-х вновь создана община, намечено восстановление храма. Богослужения в Никольском храме.;Петра и Павла;55.358908;36.550189
5011;Церковь Николая Чудотворца в городке Шарапово;церковь;2002;нет данных;действ.;Московская обл., Сергиево-Посадский р-н, пос. Шарапово;Небольшая церковь, устроенная в 2002 в приспособленном деревянном здании быв. кафе. Находится на территории военного городка.;Николая Чудотворца;56.252316;38.270099
6313;Церковь Иконы Божией Матери Всех Скорбящих Радость в Шарапово;церковь;не позже XVI в.;После 2006: Рогозин Ю. И. – интерьеры, внутренний/внешний декор (росписи);действ.;Московская обл., адм. тер. Чехов, с. Шарапово;Кирпичный однокупольный храм в стиле ампир с трапезной и колокольней, построенный в 1815-1823 на средства графини Е. В. Санти. Приделы в трапезной Никольский и Космодамианский. Закрыт в 1930-х, возвращён верующим в 1995, отремонтирован.;"Иконы Божией Матери Всех Скорбящих Радость; Космы и Дамиана; Николая Чудотворца";55.190600;37.254700
5010;Церковь Михаила Архангела в Шарапово;церковь;не позже XIV в.;нет данных;действ.;Московская обл., Сергиево-Посадский р-н, с. Шарапово;Каменная пятиглавая церковь в духе эклектики, построенная в 1848-1854 вместо здания 1778. Трапезная со Скорбященским и Ильинским приделами и колокольня пристроены в 1860-1867. Закрыта не позже 1930-х, колокольня сломана. Возвращена верующим в 2000 в тяжёлом состоянии, активный ремонт начат в 2008.;"Михаила Архангела; Илии Пророка; Иконы Божией Матери Всех Скорбящих Радость";56.252729;38.253161
7430;Церковь Троицы Живоначальной в Шарапово;церковь;1869;2000-е: Филиппов А. Г. – интерьеры, внутренний/внешний декор (росписи);действ.;Московская обл., адм. тер. Шатура, с. Шарапово, ул. Центральная, д. 1А;Деревянная церковь была перевезена в 1869 из Лелечей, с 1882 заменялась по частям каменной. Состоит из основного объёма типа восьмерик на четверике, трапезной с Зачатьевским и Никольским приделами, и колокольни. Закрыта в кон. 1930-х, с годами заброшена. В 2002 возвращена верующим, отреставрирована.;"Троицы Живоначальной; Николая Чудотворца; Анны праведной Зачатия";55.291000;39.551300
2583;;;;;;;;;;
5119;Церковь Михаила Архангела в Шатово;церковь;2-я четв. XVII в.;1903: Аппельрот С. Г.;действ.;Московская обл., Серпуховский р-н, с. Шатово;Каменная однокупольная четырехстолпная церковь в духе эклектики с колокольней. Построена по проекту 1903, вероятно, имелись два придела. Закрыта не позже 1930-х. Возвращена верующим в кон. 1990-х в аварийном состоянии, активный ремонт еще не начат.;Михаила Архангела;54.936300;37.242000
873;Церковь Николая Чудотворца в Шатуре;церковь;не позже XV в.;нет данных;сохр.;Московская обл., адм. тер. Егорьевск, с. Шатур;Деревянная церковь, построенная в 1833. Закрыта в нач. 1960-х, сгорела в 1970-х. Уцелела отдельно стоящая кирпичная колокольня 1909.;Николая Чудотворца;55.476812;39.417070
7383;Церковь Иконы Божией Матери Целительница при Шатурской ЦРБ;церковь;2003;нет данных;действ.;Московская обл., г. Шатура, Больничный пр., 2;Домовый храм при центральной районной больнице Шатуры. Устроен в 2003 в приспособленном помещении, с 2008 размещается во вновь выделенном отдельном помещении.;Иконы Божией Матери Целительница;55.582217;39.540823
7381;Церковь Николая Чудотворца в Шатуре;церковь;1996;нет данных;действ.;Московская обл., г. Шатура, просп. Ильича, д. 57А;Община верующих в Шатуре создана в 1996. Однако постройка кирпичной Никольской церкви остановилась на стадии фундаментов и пока не возобновлена.;Николая Чудотворца;55.575994;39.520236
7382;Церковь Новомучеников и Исповедников Шатурских в Шатуре;церковь;2001;нет данных;действ.;Московская обл., г. Шатура, просп. Ильича, д. 57А;Небольшая деревянная церковь, построенная в 2001-2003 на время строительства каменной Никольской. Одноглавый четверик под четырехскатной крышей с алтарем, притвором и звонницей. Освящена в 2006.;Новомучеников и Исповедников Шатурских;55.576288;39.520342
18529;Часовня Иконы Божией Матери Казанская в Рабочем поселке в Шатуре;часовня;2010;нет данных;действ.;Московская обл., г. Шатура;Часовня в Рабочем поселке, являющимся составной частью г. Шатура. Строительство начато в 2010 г. Выстроена каменная одноглавая часовня, крестообразная в плане, под полусферическим куполом.;Иконы Божией Матери Казанская;55.564065;39.530530
